geometry,long_,issue_date,vehicle_ma,badge_numb,street_nam,objectid,issue_full,plate_type,route,license_st,comment_,vehicle_co,ticket_loc,lat,issue_time,violation_,violation1,vehicle_st,street_num,issue_agen,fine_amt
POINT (-71.086 42.3414),-71.086,2015-02-27T00:00:00.000Z,HOND,252,GAINSBOROUGH ST,5485,2015-02-27T16:26:00.000Z,,D02,CT,,8,33 GAINSBOROUGH ST,42.3414,1899-12-30T11:26:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.086 42.3414),-71.086,2015-02-23T00:00:00.000Z,HOND,179,GAINSBOROUGH ST,5486,2015-02-23T13:07:00.000Z,PA,D02,MA,,1,33 GAINSBOROUGH ST,42.3414,1899-12-30T08:07:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.086 42.3414),-71.086,2015-02-26T00:00:00.000Z,VOLK,252,GAINSBOROUGH ST,5487,2015-02-26T14:13:00.000Z,PA,D02,MA,,8,33 GAINSBOROUGH ST,42.3414,1899-12-30T09:13:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.086 42.3414),-71.086,2015-02-27T00:00:00.000Z,BMW,252,GAINSBOROUGH ST,5488,2015-02-27T19:14:00.000Z,,D02,NJ,,8,33 GAINSBOROUGH ST,42.3414,1899-12-30T14:14:00.000Z,99,OVER METER LIMIT,4D,33,1,25
POINT (-71.086 42.3414),-71.086,2015-02-26T00:00:00.000Z,JEEP,252,GAINSBOROUGH ST,5489,2015-02-26T14:11:00.000Z,,D02,TX,,1,33 GAINSBOROUGH ST,42.3414,1899-12-30T09:11:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.086 42.3414),-71.086,2015-02-26T00:00:00.000Z,VOLK,252,GAINSBOROUGH ST,5490,2015-02-26T14:12:00.000Z,PA,D02,MA,,8,33 GAINSBOROUGH ST,42.3414,1899-12-30T09:12:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.086 42.3414),-71.086,2015-02-25T00:00:00.000Z,HOND,252,GAINSBOROUGH ST,5491,2015-02-25T18:38:00.000Z,PA,D02,MA,,6,33 GAINSBOROUGH ST,42.3414,1899-12-30T13:38:00.000Z,99,OVER METER LIMIT,4D,33,1,25
POINT (-71.086 42.3414),-71.086,2015-02-27T00:00:00.000Z,HYUN,252,GAINSBOROUGH ST,5492,2015-02-27T16:29:00.000Z,PA,D02,MA,,8,33 GAINSBOROUGH ST,42.3414,1899-12-30T11:29:00.000Z,99,OVER METER LIMIT,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-26T00:00:00.000Z,FIAT,214,GLOUCESTER ST,5493,2015-02-26T16:11:00.000Z,PA,B06,MA,,1,33 GLOUCESTER ST,42.3494,1899-12-30T11:11:00.000Z,92,METER FEE UNPAID,2D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,HOND,102,GLOUCESTER ST,5494,2015-02-25T21:34:00.000Z,PA,B06,MA,,6,33 GLOUCESTER ST,42.3494,1899-12-30T16:34:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-28T00:00:00.000Z,JEEP,228,GLOUCESTER ST,5495,2015-03-01T03:00:00.000Z,PA,B05,MA,NO RPP,1,33 GLOUCESTER ST,42.3494,1899-12-30T22:00:00.000Z,63,RESIDENT PARK ONLY,4D,33,1,40
POINT (-71.084 42.3494),-71.084,2015-02-24T00:00:00.000Z,AUDI,180,GLOUCESTER ST,5496,2015-02-25T00:25:00.000Z,PA,B06,MA,,8,33 GLOUCESTER ST,42.3494,1899-12-30T19:25:00.000Z,63,RESIDENT PARK ONLY,4D,33,1,40
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,VOLK,214,GLOUCESTER ST,5497,2015-02-25T13:58:00.000Z,PA,B06,MA,,1,33 GLOUCESTER ST,42.3494,1899-12-30T08:58:00.000Z,92,METER FEE UNPAID,2D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,TOYT,214,GLOUCESTER ST,5498,2015-02-25T13:56:00.000Z,PA,B06,MA,,3,33 GLOUCESTER ST,42.3494,1899-12-30T08:56:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-28T00:00:00.000Z,COOP,235,GLOUCESTER ST,5499,2015-02-28T13:41:00.000Z,PA,B06,MA,,4,33 GLOUCESTER ST,42.3494,1899-12-30T08:41:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,TOYT,102,GLOUCESTER ST,5500,2015-02-25T18:51:00.000Z,PA,B06,MA,,8,33 GLOUCESTER ST,42.3494,1899-12-30T13:51:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,VOLK,214,GLOUCESTER ST,5501,2015-02-25T13:59:00.000Z,PA,B06,MA,EXP: 01/2015,1,33 GLOUCESTER ST,42.3494,1899-12-30T08:59:00.000Z,323,EXPIRED INSPECTION,2D,33,1,40
POINT (-71.084 42.3494),-71.084,2015-02-28T00:00:00.000Z,INFI,235,GLOUCESTER ST,5502,2015-02-28T13:44:00.000Z,PA,B06,MA,,8,33 GLOUCESTER ST,42.3494,1899-12-30T08:44:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-24T00:00:00.000Z,HYUN,180,GLOUCESTER ST,5503,2015-02-25T00:24:00.000Z,PA,B06,MA,,1,33 GLOUCESTER ST,42.3494,1899-12-30T19:24:00.000Z,63,RESIDENT PARK ONLY,2D,33,1,40
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,FORD,102,GLOUCESTER ST,5504,2015-02-25T18:51:00.000Z,PA,B06,MA,,2,33 GLOUCESTER ST,42.3494,1899-12-30T13:51:00.000Z,92,METER FEE UNPAID,SW,33,1,25
POINT (-71.084 42.3494),-71.084,2015-02-25T00:00:00.000Z,CHEV,214,GLOUCESTER ST,5505,2015-02-25T14:01:00.000Z,CO,B06,MA,,7,33 GLOUCESTER ST,42.3494,1899-12-30T09:01:00.000Z,92,METER FEE UNPAID,VN,33,1,25
POINT (-71.0551 42.3171),-71.0551,2015-02-23T00:00:00.000Z,VOLK,218,HARBOR VIEW ST,5506,2015-02-23T22:11:00.000Z,PA,DOR,MA,,7,33 HARBOR VIEW ST,42.3171,1899-12-30T17:11:00.000Z,63,RESIDENT PARK ONLY,4D,33,1,40
POINT (-71.0614 42.3517),-71.0614,2015-02-26T00:00:00.000Z,FORD,142,HARRISON AVE,5507,2015-02-26T16:47:00.000Z,CO,A20,MA,,7,33 HARRISON AVE,42.3517,1899-12-30T11:47:00.000Z,38,LOADING ZONE,VN,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-23T00:00:00.000Z,CHEV,294,HARRISON AVE,5508,2015-02-23T17:40:00.000Z,CO,A20,MA,,7,33 HARRISON AVE,42.3517,1899-12-30T12:40:00.000Z,38,LOADING ZONE,VN,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-28T00:00:00.000Z,BMW,294,HARRISON AVE,5509,2015-02-28T17:32:00.000Z,PA,A20,MA,,8,33 HARRISON AVE,42.3517,1899-12-30T12:32:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-28T00:00:00.000Z,HOND,294,HARRISON AVE,5510,2015-02-28T18:38:00.000Z,,A20,NH,,6,33 HARRISON AVE,42.3517,1899-12-30T13:38:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-26T00:00:00.000Z,FORD,229,HARRISON AVE,5511,2015-02-26T19:01:00.000Z,CO,A21,MA,EXP: 2014,7,33 HARRISON AVE,42.3517,1899-12-30T14:01:00.000Z,322,EXPIRED/NO PLATE,4D,33,1,40
POINT (-71.0614 42.3517),-71.0614,2015-02-26T00:00:00.000Z,DODG,229,HARRISON AVE,5512,2015-02-26T18:55:00.000Z,,A21,NJ,NO COMMERCIAL ID,1,33 HARRISON AVE,42.3517,1899-12-30T13:55:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-27T00:00:00.000Z,NISS,142,HARRISON AVE,5513,2015-02-27T15:59:00.000Z,PA,A20,MA,,4,33 HARRISON AVE,42.3517,1899-12-30T10:59:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-23T00:00:00.000Z,HOND,294,HARRISON AVE,5514,2015-02-23T23:08:00.000Z,,A20,NH,,2,33 HARRISON AVE,42.3517,1899-12-30T18:08:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-28T00:00:00.000Z,TOYT,294,HARRISON AVE,5515,2015-02-28T19:21:00.000Z,PA,A20,MA,,8,33 HARRISON AVE,42.3517,1899-12-30T14:21:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-26T00:00:00.000Z,FORD,229,HARRISON AVE,5516,2015-02-26T19:00:00.000Z,CO,A21,MA,EXP: 2015,7,33 HARRISON AVE,42.3517,1899-12-30T14:00:00.000Z,323,EXPIRED INSPECTION,4D,33,1,40
POINT (-71.0614 42.3517),-71.0614,2015-02-23T00:00:00.000Z,HOND,294,HARRISON AVE,5517,2015-02-23T17:39:00.000Z,PA,A20,MA,,3,33 HARRISON AVE,42.3517,1899-12-30T12:39:00.000Z,38,LOADING ZONE,VN,33,1,55
POINT (-71.0614 42.3517),-71.0614,2015-02-25T00:00:00.000Z,FORD,142,HARRISON AVE,5518,2015-02-25T13:45:00.000Z,CO,A20,MA,EXP: 12/14,7,33 HARRISON AVE,42.3517,1899-12-30T08:45:00.000Z,322,EXPIRED/NO PLATE,VN,33,1,40
POINT (-71.0614 42.3517),-71.0614,2015-02-24T00:00:00.000Z,UNKN,119,HARRISON AVE,5519,2015-02-25T02:25:00.000Z,,A20,IL,,7,33 HARRISON AVE,42.3517,1899-12-30T21:25:00.000Z,93,DOUBLE PARK ZONE A,BS,33,1,45
POINT (-71.0593 42.3536),-71.0593,2015-02-24T00:00:00.000Z,SCI,119,KINGSTON ST,5520,2015-02-24T23:04:00.000Z,PA,A20,MA,,4,33 KINGSTON ST,42.3536,1899-12-30T18:04:00.000Z,92,METER FEE UNPAID,4D,33,1,25
POINT (-71.0593 42.3536),-71.0593,2015-02-28T00:00:00.000Z,COOP,180,KINGSTON ST,5521,2015-02-28T21:12:00.000Z,PA,A18,MA,,2,33 KINGSTON ST,42.3536,1899-12-30T16:12:00.000Z,92,METER FEE UNPAID,2D,33,1,25
POINT (-71.1355 42.3501),-71.1355,2015-02-25T00:00:00.000Z,HOND,109,LONG AVE,5522,2015-02-26T04:41:00.000Z,PA,F02,MA,,8,33 LONG AVE,42.3501,1899-12-30T23:41:00.000Z,63,RESIDENT PARK ONLY,4D,33,1,40
POINT (-71.074 42.3544),-71.074,2015-02-27T00:00:00.000Z,FORD,241,MARLBOROUGH ST,5523,2015-02-27T14:14:00.000Z,,B01,NH,,7,33 MARLBOROUGH ST,42.3544,1899-12-30T09:14:00.000Z,63,RESIDENT PARK ONLY,VN,33,1,40
POINT (-71.0619 42.3764),-71.0619,2015-02-23T00:00:00.000Z,FORD,162,MONUMENT SQ,5524,2015-02-23T14:12:00.000Z,,CHAS,NH,,7,33 MONUMENT SQ,42.3764,1899-12-30T09:12:00.000Z,63,RESIDENT PARK ONLY,VN,33,1,40
POINT (-71.0729 42.3524),-71.0729,2015-02-26T00:00:00.000Z,ISUZ,241,NEWBURY ST,5525,2015-02-26T16:47:00.000Z,CO,B01,MA,,7,33 NEWBURY ST,42.3524,1899-12-30T11:47:00.000Z,93,DOUBLE PARK ZONE A,TK,33,1,45
POINT (-71.0795 42.3829),-71.0795,2015-02-27T00:00:00.000Z,CHEV,293,PARKER ST,5529,2015-02-27T17:56:00.000Z,PA,CHAS,MA,,7,33 PARKER ST,42.3829,1899-12-30T12:56:00.000Z,63,RESIDENT PARK ONLY,PU,33,1,40
POINT (-71.0638 42.3513),-71.0638,2015-02-26T00:00:00.000Z,CHEV,151,STUART ST,5531,2015-02-26T16:15:00.000Z,PA,E01,MA,BROKEN METER 1HR LIMIT,1,33 STUART ST,42.3513,1899-12-30T11:15:00.000Z,92,METER FEE UNPAID,PU,33,1,25
POINT (-71.0568 42.3612),-71.0568,2015-02-27T00:00:00.000Z,LEXU,310,UNION ST,5532,2015-02-27T17:37:00.000Z,PA,A11,MA,,8,33 UNION ST,42.3612,1899-12-30T12:37:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0568 42.3612),-71.0568,2015-02-24T00:00:00.000Z,FORD,235,UNION ST,5533,2015-02-24T18:56:00.000Z,PA,A11,MA,,2,33 UNION ST,42.3612,1899-12-30T13:56:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0568 42.3612),-71.0568,2015-02-26T00:00:00.000Z,HOND,310,UNION ST,5534,2015-02-26T18:19:00.000Z,PA,A11,MA,,1,33 UNION ST,42.3612,1899-12-30T13:19:00.000Z,38,LOADING ZONE,4D,33,1,55
POINT (-71.0568 42.3612),-71.0568,2015-02-28T00:00:00.000Z,TOYT,278,UNION ST,5535,2015-03-01T02:40:00.000Z,PA,F04,MA,,8,33 UNION ST,42.3612,1899-12-30T21:40:00.000Z,313,HYDRANT,4D,33,1,100
POINT (-71.0714 42.3453),-71.0714,2015-02-23T00:00:00.000Z,ACUR,361,WARREN AVE,5536,2015-02-24T02:05:00.000Z,PA,E06,MA,,1,33 WARREN AVE,42.3453,1899-12-30T21:05:00.000Z,313,HYDRANT,4D,33,1,100
POINT (-71.0879 42.2836),-71.0879,2015-02-23T00:00:00.000Z,VOLV,107,WILDWOOD ST,5537,2015-02-23T21:44:00.000Z,PA,DOR,MA,EXP: 1/15,1,33 WILDWOOD ST,42.2836,1899-12-30T16:44:00.000Z,322,EXPIRED/NO PLATE,4D,33,1,40
POINT (-71.0868 42.3491),-71.0868,2015-02-27T00:00:00.000Z,MERZ,106,COMMONWEALTH AVE,5538,2015-02-27T18:03:00.000Z,PA,B08,MA,NO RPP,7,330 COMMONWEALTH AVE,42.3491,1899-12-30T13:03:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-23T00:00:00.000Z,CHEV,345,CONGRESS ST,5539,2015-02-24T00:32:00.000Z,CO,A17,MA,NO COMMERCIAL ID,1,330 CONGRESS ST,42.3513,1899-12-30T19:32:00.000Z,63,RESIDENT PARK ONLY,PU,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,TOYT,183,CONGRESS ST,5540,2015-02-28T23:15:00.000Z,PA,A17,MA,,2,330 CONGRESS ST,42.3513,1899-12-30T18:15:00.000Z,63,RESIDENT PARK ONLY,2D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-25T00:00:00.000Z,NISS,210,CONGRESS ST,5541,2015-02-25T16:35:00.000Z,PA,A17,MA,,8,330 CONGRESS ST,42.3513,1899-12-30T11:35:00.000Z,93,DOUBLE PARK ZONE A,4D,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-26T00:00:00.000Z,CHEV,210,CONGRESS ST,5542,2015-02-26T17:48:00.000Z,LV,A17,MA,DRIVE OFF,1,330 CONGRESS ST,42.3513,1899-12-30T12:48:00.000Z,93,DOUBLE PARK ZONE A,4D,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,MITS,183,CONGRESS ST,5543,2015-02-28T23:15:00.000Z,,A17,RI,,1,330 CONGRESS ST,42.3513,1899-12-30T18:15:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-23T00:00:00.000Z,VOLV,345,CONGRESS ST,5544,2015-02-24T00:31:00.000Z,PA,A17,MA,,1,330 CONGRESS ST,42.3513,1899-12-30T19:31:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-24T00:00:00.000Z,NISS,193,CONGRESS ST,5545,2015-02-25T03:07:00.000Z,,A18,TN,,8,330 CONGRESS ST,42.3513,1899-12-30T22:07:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-23T00:00:00.000Z,HOND,345,CONGRESS ST,5546,2015-02-24T00:33:00.000Z,PA,A17,MA,,8,330 CONGRESS ST,42.3513,1899-12-30T19:33:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-23T00:00:00.000Z,INTL,260,CONGRESS ST,5547,2015-02-23T19:28:00.000Z,CO,A21,MA,,7,330 CONGRESS ST,42.3513,1899-12-30T14:28:00.000Z,93,DOUBLE PARK ZONE A,TK,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-24T00:00:00.000Z,JEEP,104,CONGRESS ST,5548,2015-02-24T20:19:00.000Z,PA,A17,MA,,1,330 CONGRESS ST,42.3513,1899-12-30T15:19:00.000Z,92,METER FEE UNPAID,4D,330,1,25
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,CHEV,278,CONGRESS ST,5549,2015-03-01T03:01:00.000Z,,F04,ME,,7,330 CONGRESS ST,42.3513,1899-12-30T22:01:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-23T00:00:00.000Z,CHEV,140,CONGRESS ST,5550,2015-02-24T03:00:00.000Z,CO,B12,MA,EXP: 12/14,1,330 CONGRESS ST,42.3513,1899-12-30T22:00:00.000Z,322,EXPIRED/NO PLATE,PU,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-24T00:00:00.000Z,NISS,104,CONGRESS ST,5551,2015-02-24T20:18:00.000Z,PA,A17,MA,,4,330 CONGRESS ST,42.3513,1899-12-30T15:18:00.000Z,92,METER FEE UNPAID,4D,330,1,25
POINT (-71.0494 42.3513),-71.0494,2015-02-25T00:00:00.000Z,FRHT,210,CONGRESS ST,5552,2015-02-25T14:15:00.000Z,CO,A17,MA,,4,330 CONGRESS ST,42.3513,1899-12-30T09:15:00.000Z,93,DOUBLE PARK ZONE A,TK,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-27T00:00:00.000Z,HOND,193,CONGRESS ST,5553,2015-02-28T03:14:00.000Z,PA,A18,MA,,3,330 CONGRESS ST,42.3513,1899-12-30T22:14:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-25T00:00:00.000Z,MERZ,104,CONGRESS ST,5554,2015-02-25T21:44:00.000Z,PA,A17,MA,EXP: NONE. NO STICKER,1,330 CONGRESS ST,42.3513,1899-12-30T16:44:00.000Z,323,EXPIRED INSPECTION,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,HOND,183,CONGRESS ST,5555,2015-02-28T23:14:00.000Z,,A17,NH,,8,330 CONGRESS ST,42.3513,1899-12-30T18:14:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,INFI,133,CONGRESS ST,5556,2015-03-01T03:00:00.000Z,PA,A21,MA,NO RPP,2,330 CONGRESS ST,42.3513,1899-12-30T22:00:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-24T00:00:00.000Z,TOYT,104,CONGRESS ST,5557,2015-02-24T20:19:00.000Z,PA,A17,MA,,1,330 CONGRESS ST,42.3513,1899-12-30T15:19:00.000Z,92,METER FEE UNPAID,PU,330,1,25
POINT (-71.0494 42.3513),-71.0494,2015-02-27T00:00:00.000Z,VOLK,210,CONGRESS ST,5558,2015-02-27T16:18:00.000Z,PA,A17,MA,2 HR PARKING,1,330 CONGRESS ST,42.3513,1899-12-30T11:18:00.000Z,99,OVER METER LIMIT,4D,330,1,25
POINT (-71.0494 42.3513),-71.0494,2015-02-25T00:00:00.000Z,FRHT,210,CONGRESS ST,5559,2015-02-25T14:13:00.000Z,AP,A17,MA,,7,330 CONGRESS ST,42.3513,1899-12-30T09:13:00.000Z,93,DOUBLE PARK ZONE A,TK,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-28T00:00:00.000Z,MAZD,278,CONGRESS ST,5560,2015-03-01T03:00:00.000Z,PA,F04,MA,,1,330 CONGRESS ST,42.3513,1899-12-30T22:00:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-26T00:00:00.000Z,SUBA,279,CONGRESS ST,5561,2015-02-27T03:19:00.000Z,PA,E02,MA,,1,330 CONGRESS ST,42.3513,1899-12-30T22:19:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-24T00:00:00.000Z,KIA,193,CONGRESS ST,5562,2015-02-25T03:08:00.000Z,PA,A18,MA,,7,330 CONGRESS ST,42.3513,1899-12-30T22:08:00.000Z,63,RESIDENT PARK ONLY,VN,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-26T00:00:00.000Z,TOYT,210,CONGRESS ST,5563,2015-02-26T16:20:00.000Z,CO,A17,MA,BROKEN METER. 1 HR LIMIT,8,330 CONGRESS ST,42.3513,1899-12-30T11:20:00.000Z,92,METER FEE UNPAID,PU,330,1,25
POINT (-71.0494 42.3513),-71.0494,2015-02-27T00:00:00.000Z,MERC,193,CONGRESS ST,5564,2015-02-28T03:13:00.000Z,PA,A18,MA,,8,330 CONGRESS ST,42.3513,1899-12-30T22:13:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0494 42.3513),-71.0494,2015-02-27T00:00:00.000Z,FORD,210,CONGRESS ST,5565,2015-02-27T16:14:00.000Z,CO,A17,MA,,7,330 CONGRESS ST,42.3513,1899-12-30T11:14:00.000Z,93,DOUBLE PARK ZONE A,VN,330,1,45
POINT (-71.0494 42.3513),-71.0494,2015-02-25T00:00:00.000Z,FORD,210,CONGRESS ST,5566,2015-02-25T17:47:00.000Z,CO,A17,MA,3 HR PARKING,2,330 CONGRESS ST,42.3513,1899-12-30T12:47:00.000Z,99,OVER METER LIMIT,VN,330,1,25
POINT (-71.0792 42.3533),-71.0792,2015-02-25T00:00:00.000Z,MERC,213,DARTMOUTH ST,5567,2015-02-26T01:19:00.000Z,PA,B03,MA,,7,330 DARTMOUTH ST,42.3533,1899-12-30T20:19:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0792 42.3533),-71.0792,2015-02-27T00:00:00.000Z,FORD,367,DARTMOUTH ST,5568,2015-02-28T01:01:00.000Z,PA,B03,MA,,4,330 DARTMOUTH ST,42.3533,1899-12-30T20:01:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0792 42.3533),-71.0792,2015-02-26T00:00:00.000Z,SUBA,168,DARTMOUTH ST,5569,2015-02-27T01:11:00.000Z,PA,B01,MA,,1,330 DARTMOUTH ST,42.3533,1899-12-30T20:11:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0792 42.3533),-71.0792,2015-02-27T00:00:00.000Z,BMW,367,DARTMOUTH ST,5570,2015-02-28T01:00:00.000Z,PA,B03,MA,,1,330 DARTMOUTH ST,42.3533,1899-12-30T20:00:00.000Z,63,RESIDENT PARK ONLY,4D,330,1,40
POINT (-71.0863 42.3483),-71.0863,2015-02-24T00:00:00.000Z,SCI,106,NEWBURY ST,5571,2015-02-24T20:42:00.000Z,PA,B08,MA,EXP: 10/14,2,330 NEWBURY ST,42.3483,1899-12-30T15:42:00.000Z,322,EXPIRED/NO PLATE,2D,330,1,40
POINT (-71.071 42.3417),-71.071,2015-02-27T00:00:00.000Z,HYUN,234,SHAWMUT AVE,5581,2015-02-27T11:34:00.000Z,PA,B11,MA,ANGLE PARKING PROHIBITED,2,330 SHAWMUT AVE,42.3417,1899-12-30T06:34:00.000Z,23,OTHER,4D,330,1,15
POINT (-71.0717 42.3495),-71.0717,2015-02-24T00:00:00.000Z,FORD,152,STUART ST,5582,2015-02-24T13:58:00.000Z,CO,B13,MA,,7,330 STUART ST,42.3495,1899-12-30T08:58:00.000Z,92,METER FEE UNPAID,VN,330,1,25
POINT (-71.0717 42.3495),-71.0717,2015-02-24T00:00:00.000Z,HYUN,213,STUART ST,5583,2015-02-24T19:29:00.000Z,PA,B13,MA,,7,330 STUART ST,42.3495,1899-12-30T14:29:00.000Z,92,METER FEE UNPAID,4D,330,1,25
POINT (-71.0717 42.3495),-71.0717,2015-02-27T00:00:00.000Z,MERZ,177,STUART ST,5584,2015-02-27T22:39:00.000Z,PA,B13,MA,,1,330 STUART ST,42.3495,1899-12-30T17:39:00.000Z,92,METER FEE UNPAID,4D,330,1,25
POINT (-71.0717 42.3495),-71.0717,2015-02-25T00:00:00.000Z,INTL,152,STUART ST,5585,2015-02-25T14:14:00.000Z,CO,B13,MA,,8,330 STUART ST,42.3495,1899-12-30T09:14:00.000Z,92,METER FEE UNPAID,TK,330,1,25
POINT (-71.0717 42.3495),-71.0717,2015-02-24T00:00:00.000Z,FORD,152,STUART ST,5586,2015-02-24T13:59:00.000Z,CO,B13,MA,,7,330 STUART ST,42.3495,1899-12-30T08:59:00.000Z,92,METER FEE UNPAID,VN,330,1,25
POINT (-71.0358 42.3674),-71.0358,2015-02-27T00:00:00.000Z,TOYT,275,SUMNER ST,5587,2015-02-27T20:38:00.000Z,PA,EB,MA,RPP EXPIRED,8,330 SUMNER ST,42.3674,1899-12-30T15:38:00.000Z,329,OVER POST LIM-ZONE B,VN,330,1,25
POINT (-71.0825 42.3525),-71.0825,2015-02-24T00:00:00.000Z,MERZ,182,BEACON ST,5588,2015-02-24T11:46:00.000Z,,B04,NY,NO RPP,7,331 BEACON ST,42.3525,1899-12-30T06:46:00.000Z,63,RESIDENT PARK ONLY,4D,331,1,40
POINT (-71.0542 42.3311),-71.0542,2015-02-24T00:00:00.000Z,DODG,187,DORCHESTER ST,5589,2015-02-24T10:08:00.000Z,PA,SB,MA,,8,331 DORCHESTER ST,42.3311,1899-12-30T05:08:00.000Z,329,OVER POST LIM-ZONE B,PU,331,1,25
POINT (-71.0542 42.3311),-71.0542,2015-02-24T00:00:00.000Z,TOYT,251,DORCHESTER ST,5590,2015-02-24T10:08:00.000Z,PA,SB,MA,,8,331 DORCHESTER ST,42.3311,1899-12-30T05:08:00.000Z,329,OVER POST LIM-ZONE B,4D,331,1,25
POINT (-71.0884 42.3409),-71.0884,2015-02-28T00:00:00.000Z,MERZ,262,HUNTINGTON AV,5591,2015-02-28T18:49:00.000Z,PA,D02,MA,,1,331 HUNTINGTON AV,42.3409,1899-12-30T13:49:00.000Z,92,METER FEE UNPAID,2D,331,1,25
POINT (-71.0884 42.3409),-71.0884,2015-02-25T00:00:00.000Z,BMW,193,HUNTINGTON AV,5592,2015-02-25T21:04:00.000Z,PA,D02,MA,,7,331 HUNTINGTON AV,42.3409,1899-12-30T16:04:00.000Z,92,METER FEE UNPAID,4D,331,1,25
POINT (-71.0568 42.3364),-71.0568,2015-02-25T00:00:00.000Z,HOND,251,DORCHESTER AVE,5614,2015-02-25T10:19:00.000Z,PA,SB,MA,,1,332 DORCHESTER AVE,42.3364,1899-12-30T05:19:00.000Z,329,OVER POST LIM-ZONE B,4D,332,1,25
